1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,6,31,14,19393,14,4068,2294,14771,5,6,5,91,91
1,6,31,1,19805,1,2387,2456,12892,5,6,5,91,91
1,6,31,14,19393,14,4158,3598,14893,5,6,5,91,91
1,6,31,14,19393,14,3344,4918,13796,5,6,5,91,91
1,6,31,2,19930,2,1844,841,14831,5,6,5,91,91
1,6,31,1,19805,1,2411,2432,12892,5,6,5,91,91
1,6,31,4,19790,4,199,619,12892,5,6,5,91,91
1,6,31,4,19790,4,2318,1559,12892,5,6,5,91,91
1,6,31,4,19790,4,3176,1299,12892,5,6,5,91,91
1,6,31,13,21171,13,2559,929,12892,5,6,5,91,91
1,6,31,11,19977,11,553,1018,14908,5,6,5,91,91
1,6,31,10,20304,10,2527,4501,12892,5,6,5,91,91
1,6,31,8,19690,8,1124,3,12892,5,6,5,91,91
1,6,31,14,19393,14,1201,2044,13796,5,6,5,91,91
1,6,31,1,19805,1,2386,253,12892,5,6,5,91,91
1,6,31,14,19393,14,3167,3354,14893,5,6,5,91,91
1,6,31,10,20304,10,1440,6322,14679,5,6,5,91,91
1,6,31,10,20304,10,544,5322,14771,5,6,5,91,91
1,6,31,11,19977,11,2813,350,12892,5,6,5,91,91
1,6,31,10,20304,10,3390,5580,14771,5,6,5,91,91
1,6,31,14,19393,14,3669,4961,14679,5,6,5,91,91
1,6,31,14,19393,14,4196,1764,14679,5,6,5,91,91
1,6,31,11,19977,11,3448,1493,12892,5,6,5,91,91
1,6,31,14,19393,14,1535,1923,14771,5,6,5,91,91
1,6,31,4,19790,4,2490,1580,14771,5,6,5,91,91
1,6,31,2,19930,2,3434,537,13891,5,6,5,91,91
1,6,31,10,20304,10,3824,2645,14689,5,6,5,91,91
1,6,31,13,21171,13,2624,956,14771,5,6,5,91,91
1,6,31,15,20378,15,4169,2722,13796,5,6,5,91,91
1,6,31,2,19930,2,1954,461,12892,5,6,5,91,91
1,6,31,10,20304,10,2240,5335,14893,5,6,5,91,91
1,6,31,14,19393,14,1605,3307,14679,5,6,5,91,91
1,6,31,2,19930,2,3238,309,14262,5,6,5,91,91
1,6,31,14,19393,14,457,3054,10800,5,6,5,91,91
1,6,31,10,20304,10,2527,4702,12892,5,6,5,91,91
1,6,31,1,19805,1,2316,578,13891,5,6,5,91,91
1,6,31,10,20304,10,3838,2982,11638,5,6,5,91,91
1,6,31,14,19393,14,779,3049,14893,5,6,5,91,91
1,6,31,1,19805,1,2346,1448,14679,5,6,5,91,91
1,6,31,11,19977,11,2233,1425,12892,5,6,5,91,91
1,6,31,14,19393,14,2845,1884,12892,5,6,5,91,91
1,6,31,14,19393,14,4282,1609,14679,5,6,5,91,91
1,6,31,11,19977,11,2041,699,14771,5,6,5,91,91
1,6,31,10,20304,10,3827,2608,14679,5,6,5,91,91
1,6,31,14,19393,14,3400,3118,14893,5,6,5,91,91
1,6,31,10,20304,10,2205,5609,14771,5,6,5,91,91
1,6,31,11,19977,11,3567,273,14771,5,6,5,91,91
1,6,31,14,19393,14,3206,1899,12892,5,6,5,91,91
1,6,31,14,19393,14,3334,4960,13796,5,6,5,91,91
1,6,31,1,19805,1,2377,2420,12892,5,6,5,91,91
1,6,31,1,19805,1,1694,498,13891,5,6,5,91,91
1,6,31,10,20304,10,1431,6217,12892,5,6,5,91,91
1,6,31,10,20304,10,1443,5652,14262,5,6,5,91,91
1,6,31,10,20304,10,506,3459,12954,5,6,5,91,91
1,6,31,14,19393,14,2517,2943,13796,5,6,5,91,91
1,6,31,10,20304,10,3365,6235,12892,5,6,5,91,91
1,6,31,10,20304,10,634,6287,14689,5,6,5,91,91
1,6,31,14,19393,14,586,4906,12892,5,6,5,91,91
1,6,31,14,19393,14,3416,363,14893,5,6,5,91,91
1,6,31,10,20304,10,3007,6290,14262,5,6,5,91,91
1,6,31,9,20398,9,1922,3691,14679,5,6,5,91,91
1,6,31,10,20304,10,3103,6431,12892,5,6,5,91,91
1,6,31,14,19393,14,3246,2041,14831,5,6,5,91,91
1,6,31,10,20304,10,546,6286,14689,5,6,5,91,91
1,6,31,14,19393,14,1729,2193,14831,5,6,5,91,91
1,6,31,11,19977,11,3169,1175,14771,5,6,5,91,91
1,6,31,11,19977,11,3744,483,14831,5,6,5,91,91
1,6,31,12,20355,12,3527,266,14893,5,6,5,91,91
1,6,31,10,20304,10,2328,6408,14771,5,6,5,91,91
1,6,31,14,19393,14,3382,1968,12892,5,6,5,91,91
1,6,31,4,19790,4,2854,1654,12892,5,6,5,91,91
1,6,31,11,19977,11,3567,658,14771,5,6,5,91,91
1,6,31,10,20304,10,544,5409,14893,5,6,5,91,91
1,6,31,1,19805,1,1367,1584,12892,5,6,5,91,91
1,6,31,11,19977,11,3526,948,14908,5,6,5,91,91
1,6,31,1,19805,1,1350,634,14908,5,6,5,91,91
1,6,31,10,20304,10,4149,5350,13476,5,6,5,91,91
1,6,31,14,19393,14,1071,2235,14679,5,6,5,91,91
1,6,31,14,19393,14,3309,2324,12892,5,6,5,91,91
1,6,31,9,20398,9,1872,3689,12892,5,6,5,91,91
1,6,31,14,19393,14,1729,1695,14908,5,6,5,91,91
1,6,31,10,20304,10,535,6361,12892,5,6,5,91,91
1,6,31,14,19393,14,486,3306,14908,5,6,5,91,91
1,6,31,4,19790,4,1094,1094,14893,5,6,5,91,91
1,6,31,4,19790,4,2853,1693,14908,5,6,5,91,91
1,6,31,10,20304,10,1633,2672,13476,5,6,5,91,91
1,6,31,10,20304,10,634,5445,14893,5,6,5,91,91
1,6,31,14,19393,14,4276,1825,13796,5,6,5,91,91
1,6,31,14,19393,14,507,2045,14679,5,6,5,91,91
1,6,31,14,19393,14,2799,605,14679,5,6,5,91,91
1,6,31,11,19977,11,1583,436,14908,5,6,5,91,91
1,6,31,2,19930,2,2485,479,12892,5,6,5,91,91
1,6,31,14,19393,14,4238,2330,13796,5,6,5,91,91
1,6,31,2,19930,2,2519,465,12892,5,6,5,91,91
1,6,31,11,19977,11,842,1196,12892,5,6,5,91,91
1,6,31,4,19790,4,1101,964,14771,5,6,5,91,91
1,6,31,11,19977,11,336,1675,14679,5,6,5,91,91
1,6,31,14,19393,14,1419,2251,13796,5,6,5,91,91
1,6,31,4,19790,4,793,2388,14908,5,6,5,91,91
1,6,31,14,19393,14,1464,3948,12892,5,6,5,91,91
1,6,31,4,19790,4,104,2168,12892,5,6,5,91,91
1,6,31,11,19977,11,2024,525,14771,5,6,5,91,91
1,6,31,10,20304,10,3827,2687,12892,5,6,5,91,91
1,6,31,14,19393,14,3214,2885,14679,5,6,5,91,91
1,6,31,14,19393,14,4009,61,14893,5,6,5,91,91
1,6,31,1,19805,1,1249,244,12892,5,6,5,91,91
1,6,31,11,19977,11,1467,598,14893,5,6,5,91,91
1,6,31,2,19930,2,2171,497,14679,5,6,5,91,91
1,6,31,10,20304,10,2245,5503,14771,5,6,5,91,91
1,6,31,14,19393,14,545,3531,12892,5,6,5,91,91
1,6,31,10,20304,10,3412,6466,12892,5,6,5,91,91
1,6,31,10,20304,10,3145,5597,12892,5,6,5,91,91
1,6,31,1,19805,1,927,432,14771,5,6,5,91,91
1,6,31,10,20304,10,3205,5374,13891,5,6,5,91,91
1,6,31,10,20304,10,3832,2675,12892,5,6,5,91,91
1,6,31,14,19393,14,1158,2472,10800,5,6,5,91,91
1,6,31,10,20304,10,2240,5430,10157,5,6,5,91,91
1,6,31,1,19805,1,1278,1530,14831,5,6,5,91,91
1,6,31,14,19393,14,3888,3067,13891,5,6,5,91,91
1,6,31,14,19393,14,1729,3429,12892,5,6,5,91,91
1,6,31,1,19805,1,2389,1636,12892,5,6,5,91,91
1,6,31,8,19690,8,1119,11,14771,5,6,5,91,91
1,6,31,10,20304,10,535,5371,12892,5,6,5,91,91
1,6,31,13,21171,13,1975,906,14771,5,6,5,91,91
1,6,31,4,19790,4,3217,1212,12892,5,6,5,91,91
1,6,31,14,19393,14,4076,2796,14679,5,6,5,91,91
1,6,31,10,20304,10,2179,5401,14698,5,6,5,91,91
1,6,31,4,19790,4,763,1745,14893,5,6,5,91,91
1,6,31,3,20409,3,2306,270,10800,5,6,5,91,91
1,6,31,14,19393,14,2442,2958,13796,5,6,5,91,91
1,6,31,3,20409,3,2579,636,14771,5,6,5,91,91
1,6,31,1,19805,1,1919,1480,14831,5,6,5,91,91
1,6,31,2,19930,2,1925,317,14831,5,6,5,91,91
1,6,31,11,19977,11,1438,454,14771,5,6,5,91,91
1,6,31,14,19393,14,527,3201,13796,5,6,5,91,91
1,6,31,14,19393,14,2504,983,14893,5,6,5,91,91
1,6,31,14,19393,14,547,696,10800,5,6,5,91,91
1,6,31,1,19805,1,1382,1096,14679,5,6,5,91,91
1,6,31,1,19805,1,1166,160,14679,5,6,5,91,91
1,6,31,13,21171,13,2001,781,12892,5,6,5,91,91
1,6,31,14,19393,14,2907,1594,13891,5,6,5,91,91
1,6,31,11,19977,11,1724,543,14771,5,6,5,91,91
1,6,31,10,20304,10,3454,6308,14893,5,6,5,91,91
1,6,31,11,19977,11,2315,720,14771,5,6,5,91,91
1,6,31,1,19805,1,1380,1960,14771,5,6,5,91,91
1,6,31,10,20304,10,714,5308,10561,5,6,5,91,91
1,6,31,10,20304,10,1845,2992,10561,5,6,5,91,91
1,6,31,10,20304,10,1469,2662,12892,5,6,5,91,91
1,6,31,14,19393,14,3924,2089,12892,5,6,5,91,91
1,6,31,14,19393,14,2449,57,12892,5,6,5,91,91
1,6,31,14,19393,14,1755,4987,12892,5,6,5,91,91
1,6,31,10,20304,10,692,6433,14679,5,6,5,91,91
1,6,31,14,19393,14,638,1803,14893,5,6,5,91,91
1,6,31,14,19393,14,3318,4880,14771,5,6,5,91,91
1,6,31,14,19393,14,618,2494,14771,5,6,5,91,91
1,6,31,10,20304,10,1653,5629,14771,5,6,5,91,91
1,6,31,11,19977,11,170,1073,12892,5,6,5,91,91
1,6,31,12,20355,12,2710,685,14771,5,6,5,91,91
1,6,31,1,19805,1,2422,247,12892,5,6,5,91,91
1,6,31,6,20436,6,3880,410,12892,5,6,5,91,91
1,6,31,11,19977,11,2258,856,12892,5,6,5,91,91
1,6,31,14,19393,14,1503,350,14831,5,6,5,91,91
1,6,31,14,19393,14,2688,2039,10800,5,6,5,91,91
1,6,31,13,21171,13,3720,710,14771,5,6,5,91,91
1,6,31,10,20304,10,3844,2950,14689,5,6,5,91,91
1,6,31,14,19393,14,1413,2486,12892,5,6,5,91,91
1,6,31,11,19977,11,3773,504,12892,5,6,5,91,91
1,6,31,10,20304,10,4083,6468,14771,5,6,5,91,91
1,6,31,10,20304,10,515,5396,12363,5,6,5,91,91
1,6,31,14,19393,14,3293,2383,13796,5,6,5,91,91
1,6,31,11,19977,11,1589,776,14831,5,6,5,91,91
1,6,31,3,20409,3,2521,486,12892,5,6,5,91,91
1,6,31,10,20304,10,2511,4700,14893,5,6,5,91,91
1,6,31,10,20304,10,717,6193,12892,5,6,5,91,91
1,6,31,14,19393,14,586,2662,14893,5,6,5,91,91
1,6,31,9,20398,9,1872,3662,12892,5,6,5,91,91
1,6,31,1,19805,1,2401,283,12892,5,6,5,91,91
1,6,31,14,19393,14,486,2271,14831,5,6,5,91,91
1,6,31,10,20304,10,4359,5618,12892,5,6,5,91,91
1,6,31,10,20304,10,634,5418,14771,5,6,5,91,91
1,6,31,10,20304,10,1751,2976,10800,5,6,5,91,91
1,6,31,15,20378,15,3894,2836,14908,5,6,5,91,91
1,6,31,11,19977,11,613,1214,14771,5,6,5,91,91
1,6,31,2,19930,2,1920,825,13796,5,6,5,91,91
1,6,31,14,19393,14,3192,2092,14679,5,6,5,91,91
1,6,31,10,20304,10,3454,5560,11638,5,6,5,91,91
1,6,31,11,19977,11,2232,1410,12892,5,6,5,91,91
1,6,31,10,20304,10,2622,4789,12892,5,6,5,91,91
1,6,31,1,19805,1,1809,1010,11109,6,8,6,82,82
1,6,31,14,19393,14,668,2898,11292,6,8,6,82,82
1,6,31,14,19393,14,4158,3598,11292,6,8,6,82,82
1,6,31,10,20304,10,3065,6209,11292,6,8,6,82,82
1,6,31,10,20304,10,3282,6239,10372,6,8,6,82,82
1,6,31,14,19393,14,3331,2748,11292,6,8,6,82,82
1,6,31,10,20304,10,3183,6245,11292,6,8,6,82,82
1,6,31,14,19393,14,4288,3433,11292,6,8,6,82,82
1,6,31,11,19977,11,1589,301,11292,6,8,6,82,82
1,6,31,10,20304,10,3454,6429,11292,6,8,6,82,82
1,6,31,14,19393,14,465,3535,11292,6,8,6,82,82
1,6,31,10,20304,10,4330,5577,11292,6,8,6,82,82
1,6,31,5,20366,5,65,6118,11292,6,8,6,82,82
1,6,31,10,20304,10,2964,6373,11292,6,8,6,82,82
1,6,31,10,20304,10,3160,5599,11292,6,8,6,82,82
1,6,31,10,20304,10,3297,6310,11292,6,8,6,82,82
1,6,31,6,20436,6,4199,382,11292,6,8,6,82,82
1,6,31,10,20304,10,2940,6527,11292,6,8,6,82,82
1,6,31,12,20355,12,1960,378,11292,6,8,6,82,82
1,6,31,6,20436,6,4241,627,11292,6,8,6,82,82
1,6,31,10,20304,10,3430,6418,11292,6,8,6,82,82
1,6,31,10,20304,10,4092,6426,11292,6,8,6,82,82
1,6,31,12,20355,12,2749,660,11292,6,8,6,82,82
1,6,31,14,19393,14,2692,2366,11292,6,8,6,82,82
1,6,31,5,20366,5,15,6027,11292,6,8,6,82,82
1,6,31,10,20304,10,3282,6472,10372,6,8,6,82,82
1,6,31,7,20437,7,683,278,11292,6,8,6,82,82
1,6,31,4,19790,4,4111,2108,11292,6,8,6,82,82
1,6,31,10,20304,10,4261,5547,11292,6,8,6,82,82
1,6,31,1,19805,1,1213,1996,11292,6,8,6,82,82
1,6,31,14,19393,14,3302,2876,11292,6,8,6,82,82
1,6,31,10,20304,10,4075,6252,13502,6,8,6,82,82
1,6,31,4,19790,4,1104,1916,11292,6,8,6,82,82
1,6,31,11,19977,11,968,1211,11292,6,8,6,82,82
1,6,31,1,19805,1,1392,1242,11292,6,8,6,82,82
1,6,31,14,19393,14,4305,3092,11292,6,8,6,82,82
1,6,31,14,19393,14,4093,2419,11292,6,8,6,82,82
1,6,31,10,20304,10,3390,5543,11109,6,8,6,82,82
1,6,31,11,19977,11,3619,424,11292,6,8,6,82,82
1,6,31,1,19805,1,1806,622,11109,6,8,6,82,82
1,6,31,5,20366,5,277,6011,11292,6,8,6,82,82
1,6,31,4,19790,4,2849,1716,11292,6,8,6,82,82
1,6,31,10,20304,10,3440,6430,11292,6,8,6,82,82
1,6,31,14,19393,14,470,21,11292,6,8,6,82,82
1,6,31,6,20436,6,609,843,11292,6,8,6,82,82
1,6,31,10,20304,10,2995,6278,11292,6,8,6,82,82
1,6,31,14,19393,14,4165,14,11292,6,8,6,82,82
1,6,31,11,19977,11,75,194,11292,6,8,6,82,82
1,6,31,14,19393,14,1605,3278,11292,6,8,6,82,82
1,6,31,6,20436,6,450,724,11292,6,8,6,82,82
1,6,31,1,19805,1,1766,1588,11292,6,8,6,82,82
1,6,31,11,19977,11,1754,349,11292,6,8,6,82,82
1,6,31,10,20304,10,4017,6208,11292,6,8,6,82,82
1,6,31,10,20304,10,1409,6534,11292,6,8,6,82,82
1,6,31,14,19393,14,4034,3415,11292,6,8,6,82,82
1,6,31,12,20355,12,431,1630,11292,6,8,6,82,82
1,6,31,10,20304,10,3450,6200,11292,6,8,6,82,82
1,6,31,11,19977,11,1624,551,11292,6,8,6,82,82
1,6,31,14,19393,14,1112,2367,11292,6,8,6,82,82
1,6,31,14,19393,14,2449,2480,11292,6,8,6,82,82
1,6,31,9,20398,9,2901,2838,11921,6,8,6,82,82
1,6,31,4,19790,4,890,1410,11292,6,8,6,82,82
1,6,31,10,20304,10,4399,6532,11292,6,8,6,82,82
1,6,31,6,20436,6,3517,539,11292,6,8,6,82,82
1,6,31,11,19977,11,2291,776,11292,6,8,6,82,82
1,6,31,10,20304,10,2967,5533,11292,6,8,6,82,82
1,6,31,6,20436,6,4130,659,11292,6,8,6,82,82
1,6,31,10,20304,10,4200,6192,11292,6,8,6,82,82
1,6,31,14,19393,14,2110,3281,11292,6,8,6,82,82
1,6,31,2,19930,2,2038,679,11292,6,8,6,82,82
1,6,31,11,19977,11,385,1721,11292,6,8,6,82,82
1,6,31,1,19805,1,2220,328,11292,6,8,6,82,82
1,6,31,14,19393,14,4125,2976,11292,6,8,6,82,82
1,6,31,11,19977,11,523,578,11292,6,8,6,82,82
1,6,31,5,20366,5,18,5964,11292,6,8,6,82,82
1,6,31,4,19790,4,4037,1610,11292,6,8,6,82,82
1,6,31,10,20304,10,3440,6505,11292,6,8,6,82,82
1,6,31,5,20366,5,173,5923,11292,6,8,6,82,82
1,6,31,10,20304,10,3297,5546,11292,6,8,6,82,82
1,6,31,11,19977,11,1732,415,11292,6,8,6,82,82
1,6,31,10,20304,10,3381,6467,11292,6,8,6,82,82
1,6,31,11,19977,11,3761,296,11292,6,8,6,82,82
1,6,31,11,19977,11,1661,542,11292,6,8,6,82,82
1,6,31,10,20304,10,1568,4634,11109,6,8,6,82,82
1,6,31,14,19393,14,4324,3262,11292,6,8,6,82,82
1,6,31,10,20304,10,4100,6256,11292,6,8,6,82,82
1,6,31,1,19805,1,1797,1620,11292,6,8,6,82,82
1,6,31,5,20366,5,175,5924,11292,6,8,6,82,82
1,6,31,10,20304,10,3093,5658,11292,6,8,6,82,82
1,6,31,5,20366,5,183,6175,11292,6,8,6,82,82
1,6,31,10,20304,10,3887,5558,11292,6,8,6,82,82
1,6,31,11,19977,11,3270,1587,11292,6,8,6,82,82
1,6,31,10,20304,10,3183,6199,11292,6,8,6,82,82
1,6,31,11,19977,11,2223,369,11292,6,8,6,82,82
1,6,31,10,20304,10,3430,6498,11292,6,8,6,82,82
1,6,31,10,20304,10,3964,5347,11292,6,8,6,82,82
1,6,31,11,19977,11,3588,990,11292,6,8,6,82,82
1,6,31,10,20304,10,3292,5515,11292,6,8,6,82,82
1,6,31,4,19790,4,3990,1708,11292,6,8,6,82,82
1,6,31,14,19393,14,2637,4936,11292,6,8,6,82,82
1,6,31,7,20437,7,4374,583,11292,6,8,6,82,82
1,6,31,11,19977,11,1412,872,11292,6,8,6,82,82
1,6,31,6,20436,6,4254,815,11292,6,8,6,82,82
1,6,31,11,19977,11,1830,399,11292,6,8,6,82,82
1,6,31,10,20304,10,4008,5524,11292,6,8,6,82,82
1,6,31,10,20304,10,4261,6479,11921,6,8,6,82,82
1,6,31,6,20436,6,475,817,11292,6,8,6,82,82
1,6,31,11,19977,11,740,1570,11292,6,8,6,82,82
1,6,31,11,19977,11,836,1606,11292,6,8,6,82,82
1,6,31,5,20366,5,330,6032,11292,6,8,6,82,82
1,6,31,10,20304,10,3065,5531,11921,6,8,6,82,82
1,6,31,11,19977,11,1488,305,11292,6,8,6,82,82
1,6,31,6,20436,6,4186,290,11292,6,8,6,82,82
1,6,31,6,20436,6,4040,847,11292,6,8,6,82,82
1,6,31,10,20304,10,723,5343,11292,6,8,6,82,82
1,6,31,3,20409,3,2473,494,11292,6,8,6,82,82
1,6,31,12,20355,12,429,1182,11292,6,8,6,82,82
1,6,31,6,20436,6,4168,268,11292,6,8,6,82,82
1,6,31,11,19977,11,3628,593,11292,6,8,6,82,82
1,6,31,9,20398,9,1941,3765,11292,6,8,6,82,82
1,6,31,6,20436,6,489,100,11292,6,8,6,82,82
1,6,31,5,20366,5,61,6068,11292,6,8,6,82,82
1,6,31,10,20304,10,4387,6347,11292,6,8,6,82,82
1,6,31,11,19977,11,386,1430,11292,6,8,6,82,82
1,6,31,10,20304,10,3065,5536,11292,6,8,6,82,82
1,6,31,10,20304,10,720,5310,11292,6,8,6,82,82
1,6,31,10,20304,10,3297,6256,10372,6,8,6,82,82
1,6,31,6,20436,6,4139,195,11292,6,8,6,82,82
1,6,31,14,19393,14,815,2381,11292,6,8,6,82,82
1,6,31,14,19393,14,610,1624,11292,6,8,6,82,82
1,6,31,14,19393,14,1950,3609,11292,6,8,6,82,82
1,6,31,11,19977,11,2097,358,11292,6,8,6,82,82
1,6,31,10,20304,10,1547,6300,11292,6,8,6,82,82
1,6,31,10,20304,10,4280,6516,11292,6,8,6,82,82
1,6,31,6,20436,6,4016,557,11292,6,8,6,82,82
1,6,31,10,20304,10,522,5373,11292,6,8,6,82,82
1,6,31,11,19977,11,2081,602,11292,6,8,6,82,82
1,6,31,10,20304,10,3314,5252,11109,6,8,6,82,82
1,6,31,11,19977,11,3646,469,11292,6,8,6,82,82
1,6,31,10,20304,10,4058,5544,11292,6,8,6,82,82
1,6,31,10,20304,10,4210,5340,11292,6,8,6,82,82
1,6,31,4,19790,4,1156,1040,11109,6,8,6,82,82
1,6,31,10,20304,10,3037,6398,11292,6,8,6,82,82
1,6,31,10,20304,10,1443,6408,11109,6,8,6,82,82
1,6,31,10,20304,10,4188,5619,11292,6,8,6,82,82
1,6,31,6,20436,6,4113,360,11292,6,8,6,82,82
1,6,31,11,19977,11,2050,633,11292,6,8,6,82,82
1,6,31,12,20355,12,1937,478,11292,6,8,6,82,82
1,6,31,6,20436,6,3522,362,11292,6,8,6,82,82
1,6,31,11,19977,11,3442,1624,11292,6,8,6,82,82
1,6,31,10,20304,10,3365,5509,10372,6,8,6,82,82
1,6,31,14,19393,14,1109,2043,11292,6,8,6,82,82
1,6,31,10,20304,10,4000,6263,11292,6,8,6,82,82
1,6,31,11,19977,11,2297,781,11292,6,8,6,82,82
1,6,31,1,19805,1,2227,1320,11109,6,8,6,82,82
1,6,31,5,20366,5,16,5935,11292,6,8,6,82,82
1,6,31,11,19977,11,3526,573,11292,6,8,6,82,82
1,6,31,6,20436,6,4065,201,11292,6,8,6,82,82
1,6,31,11,19977,11,76,1125,11292,6,8,6,82,82
1,6,31,14,19393,14,591,2244,11292,6,8,6,82,82
1,6,31,14,19393,14,541,2099,11292,6,8,6,82,82
1,6,31,11,19977,11,2046,406,11292,6,8,6,82,82
1,6,31,10,20304,10,3887,6377,11292,6,8,6,82,82
1,6,31,14,19393,14,2461,2465,11292,6,8,6,82,82
1,6,31,11,19977,11,3680,948,11292,6,8,6,82,82
1,6,31,14,19393,14,3094,1655,11292,6,8,6,82,82
1,6,31,10,20304,10,3407,5507,11292,6,8,6,82,82
1,6,31,11,19977,11,1687,830,11292,6,8,6,82,82
1,6,31,6,20436,6,3978,765,11292,6,8,6,82,82
1,6,31,11,19977,11,1757,576,11292,6,8,6,82,82
1,6,31,14,19393,14,4042,482,11292,6,8,6,82,82
1,6,31,6,20436,6,3978,777,11292,6,8,6,82,82
1,6,31,10,20304,10,3093,5516,11109,6,8,6,82,82
1,6,31,14,19393,14,2449,57,11292,6,8,6,82,82
1,6,31,6,20436,6,454,384,11292,6,8,6,82,82
1,6,31,11,19977,11,844,52,11292,6,8,6,82,82
1,6,31,11,19977,11,1519,624,11292,6,8,6,82,82
1,6,31,11,19977,11,2908,1661,11292,6,8,6,82,82
1,6,31,6,20436,6,4220,623,11292,6,8,6,82,82
1,6,31,10,20304,10,3390,5581,11292,6,8,6,82,82
1,6,31,10,20304,10,3093,5525,11292,6,8,6,82,82
1,6,31,6,20436,6,443,674,11292,6,8,6,82,82
1,6,31,11,19977,11,3544,581,11292,6,8,6,82,82
1,6,31,4,19790,4,1069,2016,11292,6,8,6,82,82
1,6,31,6,20436,6,4209,130,11292,6,8,6,82,82
1,6,31,10,20304,10,3253,5500,11292,6,8,6,82,82
1,6,31,11,19977,11,3796,271,11292,6,8,6,82,82
1,6,31,11,19977,11,3279,1107,11292,6,8,6,82,82
1,6,31,11,19977,11,2154,704,11292,6,8,6,82,82
1,6,31,11,19977,11,1537,283,11292,6,8,6,82,82
1,6,31,11,19977,11,3197,1100,11292,6,8,6,82,82
1,6,31,11,19977,11,1436,1264,11292,6,8,6,82,82
1,6,31,5,20366,5,275,6030,11292,6,8,6,82,82
1,6,31,1,19805,1,2368,2090,11503,6,8,6,82,82
1,6,31,10,20304,10,4383,6265,11292,6,8,6,82,82
1,6,31,6,20436,6,3903,212,11292,6,8,6,82,82
1,6,31,6,20436,6,4033,799,11292,6,8,6,82,82
1,6,31,10,20304,10,1756,2949,11921,6,8,6,82,82
1,6,31,10,20304,10,3440,5556,11292,6,8,6,82,82
1,6,31,9,20398,9,1848,3613,11292,6,8,6,82,82
1,6,31,14,19393,14,1605,3307,11292,6,8,6,82,82
1,6,31,6,20436,6,3963,138,11292,6,8,6,82,82
1,6,31,6,20436,6,4186,262,11292,6,8,6,82,82
1,6,31,14,19393,14,586,1395,11292,6,8,6,82,82
1,6,31,10,20304,10,1751,2919,11921,6,8,6,82,82
1,6,31,11,19977,11,1466,595,11292,6,8,6,82,82
1,6,31,14,19393,14,3675,2157,11292,6,8,6,82,82
1,6,31,11,19977,11,2076,328,11292,6,8,6,82,82
1,6,31,10,20304,10,3440,6516,10372,6,8,6,82,82
1,6,31,6,20436,6,3517,535,11292,6,8,6,82,82
1,6,31,14,19393,14,3882,2801,11292,6,8,6,82,82
1,6,31,6,20436,6,489,728,11292,6,8,6,82,82
1,6,31,14,19393,14,3979,2008,11292,6,8,6,82,82
1,6,31,11,19977,11,3273,1224,11292,6,8,6,82,82
1,6,31,14,19393,14,3232,2046,11292,6,8,6,82,82
1,6,31,14,19393,14,897,1780,11292,6,8,6,82,82
1,6,31,5,20366,5,16,5935,12012,6,8,6,82,82
1,6,31,10,20304,10,3282,5598,11292,6,8,6,82,82
1,6,31,14,19393,14,2673,3295,11292,6,8,6,82,82
1,6,31,10,20304,10,3097,5641,11292,6,8,6,82,82
1,6,31,10,20304,10,3454,5530,11292,6,8,6,82,82
1,6,31,10,20304,10,3031,5217,11292,6,8,6,82,82
1,6,31,10,20304,10,3007,6251,11292,6,8,6,82,82
1,6,31,6,20436,6,3931,470,11109,6,8,6,82,82
1,6,31,10,20304,10,2937,4528,11292,6,8,6,82,82
1,6,31,11,19977,11,2114,883,11292,6,8,6,82,82
1,6,31,10,20304,10,3065,6527,10372,6,8,6,82,82
1,6,31,14,19393,14,665,2934,11292,6,8,6,82,82
1,6,31,10,20304,10,2964,6325,11292,6,8,6,82,82
1,6,31,10,20304,10,4017,6446,11292,6,8,6,82,82
1,6,31,1,19805,1,2213,1210,11292,6,8,6,82,82
1,6,31,5,20366,5,62,6084,11292,6,8,6,82,82
1,6,31,14,19393,14,4101,3083,11292,6,8,6,82,82
1,6,31,14,19393,14,3161,3503,11292,6,8,6,82,82
1,6,31,10,20304,10,4108,5650,11292,6,8,6,82,82
1,6,31,10,20304,10,3887,5501,11292,6,8,6,82,82
1,6,31,6,20436,6,4106,126,11292,6,8,6,82,82
1,6,31,14,19393,14,2742,2584,11292,6,8,6,82,82
1,6,31,14,19393,14,2131,2648,11292,6,8,6,82,82
1,6,31,14,19393,14,3119,3438,11292,6,8,6,82,82
1,6,31,6,20436,6,447,795,11292,6,8,6,82,82
1,6,31,6,20436,6,4168,232,11292,6,8,6,82,82
1,6,31,5,20366,5,116,5901,11292,6,8,6,82,82
1,6,31,10,20304,10,3263,5508,11292,6,8,6,82,82
1,6,31,11,19977,11,3278,1634,11292,6,8,6,82,82
1,6,31,9,20398,9,1956,3674,11292,6,8,6,82,82
1,6,31,10,20304,10,2977,6376,11292,6,8,6,82,82
1,6,31,14,19393,14,708,2231,11292,6,8,6,82,82
1,6,31,10,20304,10,3915,2951,11413,6,8,6,82,82
1,6,31,6,20436,6,3951,493,11292,6,8,6,82,82
1,6,31,10,20304,10,4000,5342,11292,6,8,6,82,82
1,6,31,10,20304,10,1578,4765,11921,6,8,6,82,82
1,6,31,10,20304,10,4075,5543,11292,6,8,6,82,82
1,6,31,10,20304,10,3183,6213,11292,6,8,6,82,82
1,6,31,14,19393,14,983,3140,11292,6,8,6,82,82
