1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,4,1,1,19805,1,1587,347,12953,33,36,31,22,22
1,4,1,1,19805,1,845,19,12478,33,36,31,22,22
1,4,1,1,19805,1,1340,257,12478,33,36,31,22,22
1,4,1,1,19805,1,824,201,12478,33,36,31,22,22
1,4,1,1,19805,1,1241,269,12478,33,36,31,22,22
1,4,1,1,19805,1,866,3,12478,33,36,31,22,22
1,4,1,1,19805,1,824,185,12478,33,36,31,22,22
1,4,1,1,19805,1,809,59,12478,33,36,31,22,22
1,4,1,1,19805,1,820,117,12478,33,36,31,22,22
1,4,1,1,19805,1,941,85,12478,33,36,31,22,22
1,4,1,1,19805,1,2337,335,12953,33,36,31,22,22
1,4,1,1,19805,1,1268,329,12953,33,36,31,22,22
1,4,1,1,19805,1,2220,337,12953,33,36,31,22,22
1,4,1,1,19805,1,442,345,12953,33,36,31,22,22
1,4,1,1,19805,1,795,179,12478,33,36,31,22,22
1,4,1,1,19805,1,789,21,12478,33,36,31,22,22
1,4,1,1,19805,1,2355,341,12953,33,36,31,22,22
1,4,1,1,19805,1,805,1,12478,33,36,31,22,22
1,4,1,1,19805,1,2363,443,12478,33,36,31,22,22
1,4,1,1,19805,1,918,145,12478,33,36,31,22,22
1,4,1,1,19805,1,854,177,12478,33,36,31,22,22
1,4,1,1,19805,1,1219,321,12953,33,36,31,22,22
1,4,1,1,19805,1,870,181,12478,33,36,31,22,22
1,4,1,1,19805,1,2100,333,12953,33,36,31,22,22
1,4,1,1,19805,1,1311,327,12953,33,36,31,22,22
1,4,1,1,19805,1,798,133,12478,33,36,31,22,22
1,4,1,1,19805,1,2213,319,12953,33,36,31,22,22
1,4,1,1,19805,1,2062,423,11267,34,39,34,44,44
1,4,1,1,19805,1,1969,435,15370,35,40,35,73,73
1,4,1,1,19805,1,1663,385,13851,35,40,35,73,73
1,4,1,1,19805,1,2575,535,14843,38,72,38,3,3
1,4,1,1,19805,1,972,7,11298,44,48,43,74,74
1,4,1,1,19805,1,1820,522,11298,44,48,43,74,74
1,4,1,1,19805,1,2682,426,11298,44,48,43,74,74
1,4,1,1,19805,1,2342,421,13256,44,48,43,74,74
1,4,1,1,19805,1,2277,434,11298,44,48,43,74,74
1,4,1,1,19805,1,1690,455,11298,44,48,43,74,74
1,4,1,1,19805,1,1329,534,11298,44,48,43,74,74
1,4,1,1,19805,1,1322,440,11298,44,48,43,74,74
1,4,1,1,19805,1,1776,536,11298,44,48,43,74,74
1,4,1,1,19805,1,2129,538,11298,44,48,43,74,74
1,4,1,1,19805,1,1371,60,11298,44,48,43,74,74
1,4,1,1,19805,1,1947,457,10423,44,48,43,74,74
1,4,1,1,19805,1,1776,400,11298,44,48,43,74,74
1,4,1,1,19805,1,1701,450,11540,44,48,43,74,74
1,4,1,1,19805,1,1813,310,12266,44,48,43,74,74
1,4,1,1,19805,1,1983,339,10423,44,48,43,74,74
1,4,1,1,19805,1,1904,428,11298,44,48,43,74,74
1,4,1,1,19805,1,1174,183,11298,44,48,43,74,74
1,4,1,1,19805,1,1663,385,11298,44,48,43,74,74
1,4,1,1,19805,1,1643,433,14683,44,48,43,74,74
1,4,1,1,19805,1,1233,399,11298,44,48,43,74,74
1,4,1,1,19805,1,1242,176,11298,44,48,43,74,74
1,4,1,1,19805,1,1381,312,11298,44,48,43,74,74
1,4,1,1,19805,1,2071,524,11298,44,48,43,74,74
1,4,1,1,19805,1,2270,430,11298,44,48,43,74,74
1,4,1,1,19805,1,1291,373,11298,44,48,43,74,74
1,4,1,1,19805,1,1983,340,11298,44,48,43,74,74
1,4,1,1,19805,1,1525,304,11298,44,48,43,74,74
1,4,1,1,19805,1,1813,310,11298,44,48,43,74,74
1,4,1,1,19805,1,937,5,11298,44,48,43,74,74
1,4,1,1,19805,1,1206,451,11298,44,48,43,74,74
1,4,1,1,19805,1,1799,523,11298,44,48,43,74,74
1,4,1,1,19805,1,1122,123,11298,44,48,43,74,74
1,4,1,1,19805,1,2075,322,11298,44,48,43,74,74
1,4,1,1,19805,1,1359,403,11298,44,48,43,74,74
1,4,1,1,19805,1,2316,539,11298,44,48,43,74,74
1,4,1,1,19805,1,1947,427,10423,44,48,43,74,74
1,4,1,1,19805,1,1307,372,11298,44,48,43,74,74
1,4,1,1,19805,1,2355,374,10423,44,48,43,74,74
1,4,1,1,19805,1,2342,421,11298,44,48,43,74,74
1,4,1,1,19805,1,1808,417,11298,44,48,43,74,74
1,4,1,1,19805,1,1525,304,14869,45,49,46,87,87
1,4,1,1,19805,1,1300,445,11278,46,51,48,38,38
1,4,1,1,19805,1,1295,75,12264,46,51,48,38,38
1,4,1,1,19805,1,1315,175,11278,46,51,48,38,38
1,4,1,1,19805,1,2208,409,13931,46,51,48,38,38
1,4,1,1,19805,1,1338,437,11278,46,51,48,38,38
1,4,1,1,19805,1,1333,263,12264,46,51,48,38,38
1,4,1,1,19805,1,1313,449,11278,46,51,48,38,38
1,4,1,1,19805,1,1222,149,12264,46,51,48,38,38
1,4,1,1,19805,1,2411,245,11278,46,51,48,38,38
1,4,1,1,19805,1,1383,268,14747,49,53,49,93,93
1,4,1,1,19805,1,2071,455,13342,50,55,51,45,45
2,5,2,1,19805,1,1807,524,15376,4,4,3,81,81
2,5,2,1,19805,1,1290,532,12892,5,6,5,91,91
2,5,2,1,19805,1,795,16,14771,5,6,5,91,91
2,5,2,1,19805,1,2423,283,12892,5,6,5,91,91
2,5,2,1,19805,1,1797,416,13891,5,6,5,91,91
2,5,2,1,19805,1,918,160,14679,5,6,5,91,91
2,5,2,1,19805,1,857,2,12892,5,6,5,91,91
2,5,2,1,19805,1,1360,402,14771,5,6,5,91,91
2,5,2,1,19805,1,1359,312,14679,5,6,5,91,91
2,5,2,1,19805,1,1295,244,12892,5,6,5,91,91
2,5,2,1,19805,1,866,32,12892,5,6,5,91,91
2,5,2,1,19805,1,845,22,12892,5,6,5,91,91
2,5,2,1,19805,1,1363,414,14771,5,6,5,91,91
2,5,2,1,19805,1,2411,202,12892,5,6,5,91,91
2,5,2,1,19805,1,2402,258,12892,5,6,5,91,91
2,5,2,1,19805,1,870,20,14771,5,6,5,91,91
2,5,2,1,19805,1,1278,456,12892,5,6,5,91,91
2,5,2,1,19805,1,941,24,14771,5,6,5,91,91
2,5,2,1,19805,1,824,118,12892,5,6,5,91,91
2,5,2,1,19805,1,1267,336,12892,5,6,5,91,91
2,5,2,1,19805,1,2375,200,12892,5,6,5,91,91
2,5,2,1,19805,1,1235,74,12892,5,6,5,91,91
2,5,2,1,19805,1,3471,252,12892,5,6,5,91,91
2,5,2,1,19805,1,2414,297,12892,5,6,5,91,91
2,5,2,1,19805,1,1247,192,12892,5,6,5,91,91
2,5,2,1,19805,1,1247,76,12892,5,6,5,91,91
2,5,2,1,19805,1,1249,440,14908,5,6,5,91,91
2,5,2,1,19805,1,2422,285,12892,5,6,5,91,91
2,5,2,1,19805,1,2401,267,12892,5,6,5,91,91
2,5,2,1,19805,1,2389,240,12892,5,6,5,91,91
2,5,2,1,19805,1,805,10,12892,5,6,5,91,91
2,5,2,1,19805,1,2331,457,12892,5,6,5,91,91
2,5,2,1,19805,1,809,40,12892,5,6,5,91,91
2,5,2,1,19805,1,1159,208,12892,5,6,5,91,91
2,5,2,1,19805,1,798,34,12892,5,6,5,91,91
2,5,2,1,19805,1,798,18,14771,5,6,5,91,91
2,5,2,1,19805,1,2401,222,12892,5,6,5,91,91
2,5,2,1,19805,1,789,30,12892,5,6,5,91,91
2,5,2,1,19805,1,785,180,12892,5,6,5,91,91
2,5,2,1,19805,1,1327,144,12892,5,6,5,91,91
2,5,2,1,19805,1,1256,332,14771,5,6,5,91,91
2,5,2,1,19805,1,1122,161,12892,5,6,5,91,91
2,5,2,1,19805,1,2393,204,12892,5,6,5,91,91
2,5,2,1,19805,1,2383,116,12892,5,6,5,91,91
2,5,2,1,19805,1,1243,432,14771,5,6,5,91,91
2,5,2,1,19805,1,2385,265,12892,5,6,5,91,91
2,5,2,1,19805,1,2386,31,12892,5,6,5,91,91
2,5,2,1,19805,1,1206,170,12892,5,6,5,91,91
2,5,2,1,19805,1,2401,253,12892,5,6,5,91,91
2,5,2,1,19805,1,2413,247,12892,5,6,5,91,91
2,5,2,1,19805,1,914,272,14771,5,6,5,91,91
2,5,2,1,19805,1,1769,380,11292,6,8,6,82,82
2,5,2,1,19805,1,2032,328,11292,6,8,6,82,82
2,5,2,1,19805,1,1997,376,11292,6,8,6,82,82
2,5,2,1,19805,1,854,452,13303,8,12,8,33,33
2,5,2,1,19805,1,2400,527,13303,8,12,8,33,33
2,5,2,1,19805,1,1793,153,13204,8,12,8,33,33
2,5,2,1,19805,1,1122,287,13303,8,12,8,33,33
2,5,2,1,19805,1,2392,61,13303,8,12,8,33,33
2,5,2,1,19805,1,2639,431,13303,8,12,8,33,33
2,5,2,1,19805,1,3479,299,13303,8,12,8,33,33
2,5,2,1,19805,1,2411,205,13204,8,12,8,33,33
2,5,2,1,19805,1,854,530,13303,8,12,8,33,33
2,5,2,1,19805,1,1348,438,13303,8,12,8,33,33
2,5,2,1,19805,1,893,231,13303,8,12,8,33,33
2,5,2,1,19805,1,1295,215,13204,8,12,8,33,33
2,5,2,1,19805,1,1326,408,14027,8,12,8,33,33
2,5,2,1,19805,1,2422,129,13303,8,12,8,33,33
2,5,2,1,19805,1,3471,277,13303,8,12,8,33,33
2,5,2,1,19805,1,1898,429,10397,9,13,9,34,34
2,5,2,1,19805,1,1887,417,10397,9,13,9,34,34
2,5,2,1,19805,1,2385,266,12982,10,15,10,2,2
2,5,2,1,19805,1,972,102,12173,10,15,10,2,2
2,5,2,1,19805,1,2423,284,12173,10,15,10,2,2
2,5,2,1,19805,1,2422,286,12982,10,15,10,2,2
2,5,2,1,19805,1,2423,254,13830,10,15,10,2,2
2,5,2,1,19805,1,1122,14,13830,10,15,10,2,2
2,5,2,1,19805,1,2424,270,12173,10,15,10,2,2
2,5,2,1,19805,1,1082,6,13830,10,15,10,2,2
2,5,2,1,19805,1,2386,162,12173,10,15,10,2,2
2,5,2,1,19805,1,2413,246,12758,10,15,10,2,2
2,5,2,1,19805,1,937,8,12173,10,15,10,2,2
2,5,2,1,19805,1,2414,298,12173,10,15,10,2,2
2,5,2,1,19805,1,1226,329,13930,13,17,12,41,41
2,5,2,1,19805,1,1769,335,13930,13,17,12,41,41
2,5,2,1,19805,1,1229,309,13930,13,17,12,41,41
2,5,2,1,19805,1,1290,532,13930,13,17,12,41,41
2,5,2,1,19805,1,1212,394,13930,13,17,12,41,41
2,5,2,1,19805,1,2337,374,13930,13,17,12,41,41
2,5,2,1,19805,1,1793,154,13930,13,17,12,41,41
2,5,2,1,19805,1,1770,344,13930,13,17,12,41,41
2,5,2,1,19805,1,1311,392,13930,13,17,12,41,41
2,5,2,1,19805,1,2134,407,13930,13,17,12,41,41
2,5,2,1,19805,1,1769,380,13930,13,17,12,41,41
2,5,2,1,19805,1,1326,408,13930,13,17,12,41,41
2,5,2,1,19805,1,1914,382,13930,13,17,12,41,41
2,5,2,1,19805,1,2408,262,13930,13,17,12,41,41
2,5,2,1,19805,1,1311,327,13930,13,17,12,41,41
2,5,2,1,19805,1,1226,386,13930,13,17,12,41,41
2,5,2,1,19805,1,2037,378,13930,13,17,12,41,41
2,5,2,1,19805,1,1219,186,13930,13,17,12,41,41
2,5,2,1,19805,1,2057,398,13930,13,17,12,41,41
2,5,2,1,19805,1,442,305,13930,13,17,12,41,41
2,5,2,1,19805,1,1267,336,13930,13,17,12,41,41
2,5,2,1,19805,1,1211,537,13930,13,17,12,41,41
2,5,2,1,19805,1,1248,526,13495,17,22,17,72,72
2,5,2,1,19805,1,1379,187,10721,18,25,20,13,13
2,5,2,1,19805,1,2401,143,10721,18,25,20,13,13
2,5,2,1,19805,1,1219,289,10721,18,25,20,13,13
2,5,2,1,19805,1,2380,223,10721,18,25,20,13,13
2,5,2,1,19805,1,1306,25,10721,18,25,20,13,13
2,5,2,1,19805,1,1475,415,10821,19,24,19,35,35
2,5,2,1,19805,1,1904,521,14492,26,37,32,36,36
2,5,2,1,19805,1,1656,447,11057,26,37,32,36,36
2,5,2,1,19805,1,2383,119,11618,30,34,29,21,21
2,5,2,1,19805,1,2182,539,11618,30,34,29,21,21
2,5,2,1,19805,1,1801,400,12889,32,32,27,85,85
2,5,2,1,19805,1,1247,169,12889,32,32,27,85,85
2,5,2,1,19805,1,1321,264,12889,32,32,27,85,85
2,5,2,1,19805,1,1969,422,12889,32,32,27,85,85
2,5,2,1,19805,1,1882,303,12953,33,36,31,22,22
2,5,2,1,19805,1,1229,309,12953,33,36,31,22,22
2,5,2,1,19805,1,442,305,12953,33,36,31,22,22
2,5,2,1,19805,1,845,19,12478,33,36,31,22,22
2,5,2,1,19805,1,1769,335,12953,33,36,31,22,22
2,5,2,1,19805,1,824,181,12478,33,36,31,22,22
2,5,2,1,19805,1,857,21,12478,33,36,31,22,22
2,5,2,1,19805,1,789,133,12478,33,36,31,22,22
2,5,2,1,19805,1,2057,319,12953,33,36,31,22,22
2,5,2,1,19805,1,1226,329,12953,33,36,31,22,22
2,5,2,1,19805,1,805,117,12478,33,36,31,22,22
2,5,2,1,19805,1,2337,341,12953,33,36,31,22,22
2,5,2,1,19805,1,809,185,12478,33,36,31,22,22
2,5,2,1,19805,1,785,3,12478,33,36,31,22,22
2,5,2,1,19805,1,870,179,12478,33,36,31,22,22
2,5,2,1,19805,1,1321,269,12478,33,36,31,22,22
2,5,2,1,19805,1,2037,337,12953,33,36,31,22,22
2,5,2,1,19805,1,809,201,12478,33,36,31,22,22
2,5,2,1,19805,1,1212,321,12953,33,36,31,22,22
2,5,2,1,19805,1,1393,257,12478,33,36,31,22,22
2,5,2,1,19805,1,866,1,12478,33,36,31,22,22
2,5,2,1,19805,1,795,59,12478,33,36,31,22,22
2,5,2,1,19805,1,1311,327,12953,33,36,31,22,22
2,5,2,1,19805,1,2560,443,12478,33,36,31,22,22
2,5,2,1,19805,1,1914,333,12953,33,36,31,22,22
2,5,2,1,19805,1,914,85,12478,33,36,31,22,22
2,5,2,1,19805,1,2111,313,12953,33,36,31,22,22
2,5,2,1,19805,1,442,347,12953,33,36,31,22,22
2,5,2,1,19805,1,798,177,12478,33,36,31,22,22
2,5,2,1,19805,1,1770,345,12953,33,36,31,22,22
2,5,2,1,19805,1,941,145,12478,33,36,31,22,22
2,5,2,1,19805,1,1761,423,11267,34,39,34,44,44
2,5,2,1,19805,1,2224,385,13851,35,40,35,73,73
2,5,2,1,19805,1,2071,435,15370,35,40,35,73,73
2,5,2,1,19805,1,2380,535,14843,38,72,38,3,3
2,5,2,1,19805,1,2224,385,11298,44,48,43,74,74
2,5,2,1,19805,1,1256,534,11298,44,48,43,74,74
2,5,2,1,19805,1,1919,304,11298,44,48,43,74,74
2,5,2,1,19805,1,1997,417,11298,44,48,43,74,74
2,5,2,1,19805,1,1759,430,11298,44,48,43,74,74
2,5,2,1,19805,1,1646,522,11298,44,48,43,74,74
2,5,2,1,19805,1,1252,176,11298,44,48,43,74,74
2,5,2,1,19805,1,2337,374,10423,44,48,43,74,74
2,5,2,1,19805,1,1667,536,11298,44,48,43,74,74
2,5,2,1,19805,1,1807,524,11298,44,48,43,74,74
2,5,2,1,19805,1,2062,433,14683,44,48,43,74,74
2,5,2,1,19805,1,1924,310,11298,44,48,43,74,74
2,5,2,1,19805,1,2331,457,10423,44,48,43,74,74
2,5,2,1,19805,1,1349,451,11298,44,48,43,74,74
2,5,2,1,19805,1,1807,455,11298,44,48,43,74,74
2,5,2,1,19805,1,1372,372,11298,44,48,43,74,74
2,5,2,1,19805,1,1368,399,11298,44,48,43,74,74
2,5,2,1,19805,1,2182,539,11298,44,48,43,74,74
2,5,2,1,19805,1,972,5,11298,44,48,43,74,74
2,5,2,1,19805,1,2075,450,11540,44,48,43,74,74
2,5,2,1,19805,1,1671,428,11298,44,48,43,74,74
2,5,2,1,19805,1,1207,60,11298,44,48,43,74,74
2,5,2,1,19805,1,2331,427,10423,44,48,43,74,74
2,5,2,1,19805,1,1649,339,10423,44,48,43,74,74
2,5,2,1,19805,1,1308,403,11298,44,48,43,74,74
2,5,2,1,19805,1,1249,440,11298,44,48,43,74,74
2,5,2,1,19805,1,2094,421,13256,44,48,43,74,74
2,5,2,1,19805,1,1663,538,11298,44,48,43,74,74
2,5,2,1,19805,1,1924,310,12266,44,48,43,74,74
2,5,2,1,19805,1,1649,340,11298,44,48,43,74,74
2,5,2,1,19805,1,1509,322,11298,44,48,43,74,74
2,5,2,1,19805,1,2575,426,11298,44,48,43,74,74
2,5,2,1,19805,1,1801,400,11298,44,48,43,74,74
2,5,2,1,19805,1,1359,312,11298,44,48,43,74,74
2,5,2,1,19805,1,1366,373,11298,44,48,43,74,74
2,5,2,1,19805,1,3493,183,11298,44,48,43,74,74
2,5,2,1,19805,1,2094,421,11298,44,48,43,74,74
2,5,2,1,19805,1,1082,7,11298,44,48,43,74,74
2,5,2,1,19805,1,1743,523,11298,44,48,43,74,74
2,5,2,1,19805,1,2071,434,11298,44,48,43,74,74
2,5,2,1,19805,1,937,123,11298,44,48,43,74,74
2,5,2,1,19805,1,1919,304,14869,45,49,46,87,87
2,5,2,1,19805,1,1301,437,11278,46,51,48,38,38
2,5,2,1,19805,1,1326,449,11278,46,51,48,38,38
2,5,2,1,19805,1,2389,245,11278,46,51,48,38,38
2,5,2,1,19805,1,2220,409,13931,46,51,48,38,38
2,5,2,1,19805,1,1380,445,11278,46,51,48,38,38
2,5,2,1,19805,1,1367,149,12264,46,51,48,38,38
2,5,2,1,19805,1,1331,175,11278,46,51,48,38,38
2,5,2,1,19805,1,1247,75,12264,46,51,48,38,38
2,5,2,1,19805,1,1384,263,12264,46,51,48,38,38
2,5,2,1,19805,1,1335,268,14747,49,53,49,93,93
2,5,2,1,19805,1,1807,455,13342,50,55,51,45,45
3,6,3,1,19805,1,2053,524,15376,4,4,3,81,81
3,6,3,1,19805,1,446,457,12892,5,6,5,91,91
3,6,3,1,19805,1,2371,272,14771,5,6,5,91,91
3,6,3,1,19805,1,870,18,14771,5,6,5,91,91
3,6,3,1,19805,1,1215,456,12892,5,6,5,91,91
3,6,3,1,19805,1,2386,161,12892,5,6,5,91,91
3,6,3,1,19805,1,1330,440,14908,5,6,5,91,91
3,6,3,1,19805,1,809,30,12892,5,6,5,91,91
3,6,3,1,19805,1,798,32,12892,5,6,5,91,91
3,6,3,1,19805,1,893,208,12892,5,6,5,91,91
3,6,3,1,19805,1,3501,252,12892,5,6,5,91,91
3,6,3,1,19805,1,2423,297,12892,5,6,5,91,91
3,6,3,1,19805,1,1261,144,12892,5,6,5,91,91
3,6,3,1,19805,1,1314,170,12892,5,6,5,91,91
3,6,3,1,19805,1,2414,285,12892,5,6,5,91,91
3,6,3,1,19805,1,857,34,12892,5,6,5,91,91
3,6,3,1,19805,1,2518,240,12892,5,6,5,91,91
3,6,3,1,19805,1,1295,244,12892,5,6,5,91,91
3,6,3,1,19805,1,805,22,12892,5,6,5,91,91
3,6,3,1,19805,1,2385,283,12892,5,6,5,91,91
3,6,3,1,19805,1,941,160,14679,5,6,5,91,91
3,6,3,1,19805,1,845,16,14771,5,6,5,91,91
3,6,3,1,19805,1,2390,116,12892,5,6,5,91,91
3,6,3,1,19805,1,2668,200,12892,5,6,5,91,91
3,6,3,1,19805,1,1326,402,14771,5,6,5,91,91
3,6,3,1,19805,1,2370,202,12892,5,6,5,91,91
3,6,3,1,19805,1,1347,332,14771,5,6,5,91,91
3,6,3,1,19805,1,1812,416,13891,5,6,5,91,91
3,6,3,1,19805,1,2383,258,12892,5,6,5,91,91
3,6,3,1,19805,1,2410,24,14771,5,6,5,91,91
3,6,3,1,19805,1,1284,74,12892,5,6,5,91,91
3,6,3,1,19805,1,809,118,12892,5,6,5,91,91
3,6,3,1,19805,1,2424,222,12892,5,6,5,91,91
3,6,3,1,19805,1,2382,267,12892,5,6,5,91,91
3,6,3,1,19805,1,2384,247,12892,5,6,5,91,91
3,6,3,1,19805,1,1284,76,12892,5,6,5,91,91
3,6,3,1,19805,1,1263,414,14771,5,6,5,91,91
3,6,3,1,19805,1,854,40,12892,5,6,5,91,91
